Code,latlng,place,name,lyric,artist,lyrics,year
,"22.326584, 114.159967",天光墟,深水埗,天光墟集結在路旁 市集變得更繁忙,Benny Chu,雷俊熙,2017
,"22.327923, 114.157950",通州街,深水埗,通州街露宿者在旁 心境想窺看,Benny Chu,雷俊熙,2017
,"22.329650, 114.158811",欽州街,深水埗,欽州街像布藝學堂 布業競爭也繁忙,Benny Chu,雷俊熙,2017
,"22.328744, 114.161278",北河同行,深水埗,誰人如明哥以食堂建樹 拮据亦覺暖,Benny Chu,雷俊熙,2017
,"22.225166, 114.120982",南丫風采發電站,陳年舊照上荷蘭的風車,其實那是南丫島風車,Kadian Sea,Kadian Sea,2017
,"22.253533, 113.861218",大澳,陳年舊照上荷蘭的風車,遊大澳共妳搭過小艇,Kadian Sea,Kadian Sea,2017
,"22.273129, 114.182335",跑馬地馬場,快活谷的快樂傳說,-,Berry Chan,東野 ,2017
,"22.284594, 114.216162",太古,太古,-,Lily Lai,-,2017
,"22.377144, 114.194271",沙角邨,沙角歲月,金沙角 往時相聚,MUSTC,Nelson Yan ,2017
,"22.264026, 114.000034",梅窩,梅窩牛牛去咗邊,梅窩牛牛去咗邊 牛中耆老涕淚漣,何佩 (HOPUI),小梅 ,2017
,"22.266677, 113.998330",伍仙橋,梅窩牛牛去咗邊,銀礦灣 伍仙橋 行上銀河 到前山,何佩 (HOPUI),小梅 ,2017
,"22.262947, 113.991176",鹿地塘村,梅窩牛牛去咗邊,鹿地塘裏仍見海闊天空,何佩 (HOPUI),小梅 ,2017
,"22.263234, 113.988831",麻布村,梅窩牛牛去咗邊,麻布村內從未見麻布 ,何佩 (HOPUI),小梅 ,2017
,"22.269727, 113.991820",大地塘村,梅窩牛牛去咗邊,大地塘外嘆空留記憶,何佩 (HOPUI),小梅 ,2017
,"22.265647, 113.991086",南邊圍,梅窩牛牛去咗邊,幸有三寶尚聚這南邊圍尾,何佩 (HOPUI),小梅 ,2017
,"22.265750, 113.994984",伯公橋畔,梅窩牛牛去咗邊,伯公橋畔齊拜別神仙,何佩 (HOPUI),小梅 ,2017
,"22.268337, 113.998486",銀礦灣,梅窩牛牛去咗邊,銀礦灣 伍仙橋 行上銀河 到前山,何佩 (HOPUI),小梅 ,2017
,"22.265181, 113.994821",銀河苑,梅窩牛牛去咗邊,銀礦灣 伍仙橋 行上銀河 到前山,何佩 (HOPUI),小梅 ,2017
,"22.477744, 114.140882",和合石道,和合石,和合石道又再逛一遍 沿路看每副不改的嘴臉,陳一默,欲龍 ,2017
,"22.284400, 114.173942",金紫荊廣場,愛麗絲的仙境,皇后肖像最後熔掉 重造那紫荊染金了,Lily Lai,Rasaid Tsang ,
,"22.412900, 114.028233",大棠,大棠小事,遊歷著舊地 黃葉落大地,Maurice Hui,C爺,
,"22.339619, 114.202018",鑽石山,鑽石山之淚,唯獨我 愛你這顆心 似鑽石山,黃琦雅 (Angela Wong),愛蜜莉,
,"22.349613, 114.206296",大老山,鑽石山之淚,大老山小腳丫 默然為我停下,黃琦雅 (Angela Wong),愛蜜莉,
,"22.339340, 114.204714",南蓮園池,鑽石山之淚,蓮池獨坐 依戀可會放下,黃琦雅 (Angela Wong),愛蜜莉,
,"22.342152, 114.199524",龍蟠苑,鑽石山之淚,龍蟠盡處 星火早已降下,黃琦雅 (Angela Wong),愛蜜莉,
,"22.326578, 114.169127",太子,這一站太子,步伐請勿鬆懈 太子不懂理解,黃琦雅 (Angela Wong),黃琦雅 (Angela Wong),
,"22.304267, 114.204023",維港,愛。不怕遲,維港兩邊 都曾經歡呼過,樹根,孔麗菏,
,"22.254284, 113.906765",昂坪,昨夜風,從佛塔 遠看到天邊 變化萬千,何佩 (HOPUI),水晶蝦,
,"22.272235, 113.913206",昂坪360,昨夜風,車箱掛半空 橫崖越嶺未放鬆,何佩 (HOPUI),水晶蝦,
,"22.304173, 114.189744",黃埔號,花園的不動船黃埔號,歷盡歲月跌宕 船塢經已下葬,Rayky Chan,雷俊熙,
,"22.276788, 114.161152",香港公園,牽掛,時常共對香港公園中看花,Danny Kwan,Danny Kwan ,
,"22.336710, 114.141759",美孚,單車房車,轉入了美孚 再落西九 找妳,樹根,黃子 ,
,"22.307466, 114.161094",西九,單車房車,轉入了美孚 再落西九 找妳,樹根,黃子 ,
,"22.305358, 114.171721",佐敦,單車房車,漫遊旺角東 閒逛佐敦 暗喜,樹根,黃子 ,
,"22.321671, 114.171975",旺角東,單車房車,漫遊旺角東 閒逛佐敦 暗喜,樹根,黃子 ,
,"22.274054, 114.143843",山頂,單車房車,期盼在山頂 那棟堡壘約會妳,樹根,黃子 ,
,"22.277415, 114.241290",杏花邨,杏花。落,-,林詠仙,Rainbow Wong  ,
,"22.461977, 114.329765",海下,道別海下灣,讓那 舊日思念飄蕩 像這冰冷月光 落在海下灣 盡頭,Danny Kwan,梁一丁,
,"22.306431, 114.232631",藍田,真愛做樹苗,如同狼羊共住了 同眠藍田後苦笑,林詠仙,林詠仙,
,"22.306173, 114.234348",匯景花園,真愛做樹苗,匯景花園裡 只想給你靈魂和合照,林詠仙,林詠仙,
,"22.446113, 114.027570",元朗,社實玩意,這元朗套房我付出了一切,何佩 (HOPUI),小鴻,
,"22.293539, 114.169077",天星碼頭,星夜裡的漩渦,誰又記掛那次天星 唱唱《漩渦》,李焯豪Sunny,Enoch Au ,
,"22.29330397407887, 113.93965872178033",東涌,四角戀,從東涌坐尾班機,李克勤,陳少琪,
,"22.225756083575273, 114.11164479748948",南丫島,四角戀,南丫島夜看星飛,李克勤,陳少琪,
,"22.28261500926219, 114.22074547247966",西灣河,四角戀,西灣河咖啡與你,李克勤,陳少琪,
,"22.268502954019635, 114.34932790063012",北果洲,四角戀,北果洲無人便吻死,李克勤,陳少琪,
,"22.284027177557565, 114.15058639880387",荷李活道,荷理活道,-,鐵樹蘭,,
,"22.288474498659305, 114.15190374406748",港澳碼頭,Goodman,他可以搬出港澳碼頭住　話你知,林奕匡,,
,"22.273331272479982, 114.11990360168627",緋荔榭別墅,緋茘榭．少年,-,張敬軒,,
,"22.279714910286458, 114.18389417370683",誠品書店,獨身的理由,你與我唯一的接觸點 是我仍用你編號買書在誠品店,My Little airport,,
,"22.253005769938692, 113.85394991320976",大澳,鬼叫我窮牙,成份糧出齊 我去大澳 你去巴黎,野佬 Yellow!,,
,"22.306553721882512, 114.17001997044102",廟街,麥記的最後一夜,想起廟街某夜 相士說你屬於那些,My Little airport,,
,"22.282386601172245, 114.15496987457507",石板街,我們都是這樣長大的,石板街足跡需要修建 我們在哪一方再遇見,林欣彤,,
,"22.326689453931763, 114.17134876566455",界限街,新界朋友,唔該呀司機朋友由界限街走,MC仁,MC仁,
,"22.353698647921764, 114.15744731333666",大埔道,新界朋友,大埔道青山道美孚貨櫃碼頭,MC仁,MC仁,
,"22.3377159623467, 114.14183126344815",青山道,新界朋友,大埔道青山道美孚貨櫃碼頭,MC仁,MC仁,
,"22.338003587696367, 114.13927250428858",美孚,新界朋友,大埔道青山道美孚貨櫃碼頭,MC仁,MC仁,
,"22.337424881509357, 114.13036162073551",貨櫃碼頭,新界朋友,大埔道青山道美孚貨櫃碼頭,MC仁,MC仁,
,"22.423159946614902, 114.12821778730752",大帽山,新界朋友,從此上大帽山落嘉道理減道理,MC仁,MC仁,
,"22.43349564830841, 114.11819197271694",嘉道理農場,新界朋友,從此上大帽山落嘉道理減道理,MC仁,MC仁,
,"22.373897992318543, 114.13638159690386",和宜合道,新界朋友,和宜合童子街冇童子,MC仁,MC仁,
,"22.371106514907485, 114.13857653017894",童子街,新界朋友,和宜合童子街冇童子,MC仁,MC仁,
,"22.41395671158499, 113.98424026963043",虎地,新界朋友,老虎落平地打平手,MC仁,MC仁,
,"22.394551373516034, 113.97648850197587",杯渡,新界朋友,杯渡口掉頭元朗坳頭,MC仁,MC仁,
,"22.442883473384462, 114.04476588316307",凹頭,新界朋友,杯渡口掉頭元朗坳頭,MC仁,MC仁,
,"22.445947055002993, 114.03376759351025",元朗,新界朋友,杯渡口掉頭元朗坳頭,MC仁,MC仁,
,"22.502464934612583, 114.12732017701394",上水,新界朋友,上上水吹吹水三個墟,MC仁,MC仁,
,"22.544763264758267, 114.2243253770538",沙頭角,新界朋友,沙頭角有隻狗 新界遊,MC仁,MC仁,
,"22.315950403023123, 114.17045846393388",信和中心,新城市,如可不一樣信和的黑膠音色更響,goldEN,黃梓澄,2014
,"22.381812760542502, 114.18874376673386",新城市廣場,新城市,將噴泉改作連鎖店（摧毀興建）,goldEN,黃梓澄,2014
,"22.321438185671074, 114.16137439300141",大角咀,新城市,如可不一樣，大角咀家鄉小炒更香,goldEN,黃梓澄,2014
,"22.28371115332353, 114.15218702960792",荷李活道,冬青樹,-,梁翹柏,-,
,"22.31916650274787, 114.17002037330832",旺角行人專用區,全情關注,誰在旺角那段行人路裡聽著歌,C AllStar,,
,"22.274382046325897, 114.14374609787039",山頂,今晚講嘢夜唔夜,車你去山頂感受個山有幾斜,My Little airport,,
,"22.289321751463152, 113.94194387791154",東涌,一放工菊花都放鬆,我返工 要入到東涌,新青年理髮廳,,2014
,"22.320496301207296, 114.17023708501738",旺角紅 van 站,街口有落,入睡前面前是旺角 聽得見低格的音樂,Shine,,2014
,"22.28059048037137, 114.15538155141033",蘭桂坊,夕陽生活,韓國的音樂攻佔蘭桂坊,林二汶,,
,"22.270935442485722, 114.14950648436339",太平山,夕陽生活,法國的香檳醉了 太平山,林二汶,,
,"22.300552298619223, 114.17200861533749",尖沙咀,蛇吞象,各位訪港採購團集合 今天會出尖沙咀買金買銀,KOLOR,,
,"22.32524194715459, 114.1721111463201",花墟,小日子,不向各方賠罪 就去牽手 逛逛花墟,容祖兒,,
,"22.268033593253378, 114.15342965675644",山頂,圍城,真與假 住進山頂寫意喝啖茶,KOLOR,,2013
,"22.285311144800854, 114.159253599402",IFC,浮雲,於國金 她更覺得窮困,謝安琪,,2011
,"22.282952800043624, 114.15347795262934",嘉咸街,最後晚餐,嘉咸橫街中大宅門裡 百態混聚 共冶出生趣,謝安琪,,2009
,"22.317772044064746, 114.16888228269747",西武百貨,港女的幸福星期日,先攻佔西武，再殺埋街鋪,謝安琪,,2008
,"22.28021039913565, 114.18623800384981",皇室堡,港女的幸福星期日,去皇室堡搶減價貨,謝安琪,,2008
,"22.286757876047353, 114.16104425219933",天星小輪,天星小輪,-,林一峰,,2008
,"22.279302733608894, 114.17536727117457",舊灣仔警署,灣仔差館奇遇記,十二月廿三號去見差人 佢哋問嗰個柴可夫斯基有d乜嘢人,永遠懷念塔可夫斯基,,
,"22.33686862386223, 114.18877444241572",樂富,火星原居民,樂富筲箕灣 再去小西灣 咁橋 會遇上,馮曦妤,,2008
,"22.277152046957646, 114.22833869114785",筲箕灣,火星原居民,樂富筲箕灣 再去小西灣 咁橋 會遇上,馮曦妤,,2008
,"22.266675006592283, 114.24838703176349",小西灣,火星原居民,樂富筲箕灣 再去小西灣 咁橋 會遇上,馮曦妤,,2008
,"22.301205797097186, 114.17500633866987",尖沙咀,火星原居民,番返去尖沙咀也要 碰上,馮曦妤,,2008
,"22.283019299707274, 114.16190163777063",皇后碼頭,集體回憶,碼頭難讓我渡過彼岸旅程,楊千嬅,,2007
,"22.276157669346127, 114.16827604259053",星街,集體回憶,人總要長大 消失的便當 難道會回到星街,楊千嬅,,2007
,"22.281065539698577, 114.15984411933793",皇后像廣場,菲情歌,皇后像成為良伴開解心理,謝安琪,,2007
,"22.451916296200896, 114.17713026352084",大埔,鳳凰木,大埔的長街 吹來只得眼淚吧,薛凱琪,,2006
,"22.341115926891284, 114.20114990004726",鑽石山,公主太子,期望將閃閃鑽石的山頭,李克勤,,2006
,"22.304150854236006, 114.18178389712395",紅磡,九龍皇后,你怨我 紅磡怨到去白田,李克勤,,2006
,"22.335083715158646, 114.16726501950976",白田,九龍皇后,你怨我 紅磡怨到去白田,李克勤,,2006
,"22.27705092741911, 114.17687689155348",灣仔,男仔歌,灣仔行出佐敦道　買給你沒難度,關智斌,,2005
,"22.306265382669825, 114.16606065129396",佐敦道,男仔歌,灣仔行出佐敦道　買給你沒難度,關智斌,,2005
,"22.28142269473958, 114.18866121119927",維園,維園阿伯,維記阿伯當維園屋企 睇嚇踢波睇細路嬉戲,林海峰,林海峰,2005
,"22.28076639690908, 114.15561109990017",蘭桂坊,O女郎,蘭桂坊展覽那套裝,達明一派,,2005
,"22.28011655504271, 114.15518140964573",中環,達明一派對,離過家 回了家 仍住中環吧,達明一派,,2005
,"22.270949855646588, 114.14973808018924",山頂,浪漫時代,山頂裡 我沒法避免懷念到,吳浩康,吳倩怡,2004
,"22.278596201085755, 114.15985313911034",聖約翰座堂,浪漫時代,行禮到聖約翰那大門你我沒法開,吳浩康,吳倩怡,2004
,"22.294811378849914, 114.1684782234121",海港城,浪漫時代,留戀廣東道 留戀海港內,吳浩康,吳倩怡,2004
,"22.281862621702054, 114.18798216146915",維園,信望愛,維園的壯舉 烈日下散聚,梁漢文,,
,"22.284004225102517, 114.1639668621022",維港,信望愛,維港的平空 幻像在舞動,梁漢文,,
,"22.283527477153676, 114.16455607404049",維港,新聞女郎,楊利偉到港 維港的騷卻像泡湯,梁漢文,,
,"22.315602294512914, 113.93623046751101",赤鱲角,空中小姐,遙看　感情沿著赤蠟角的彼岸,梁詠琪,,
,"22.280833931429978, 114.15568153812283",蘭桂坊,今年沒聖誕,蘭桂坊有雪嗎 何以今晚約她,許志安,,
,"22.307776268851992, 114.18226039718422",漆咸道,去邊道,Let's go! 截拳道喺度漆咸道又喺度,Boy'z,周耀輝,2004
,"22.27175353215134, 114.18473208011925",跑馬地,飲食男女,曾嘗盡料理 未會忘記 瀰漫甜香的跑馬地,董敏莉,,2004
,"22.2925868758873, 114.20105170344728",北角,柯德莉夏萍穿過的鞋,這旅途可算　從北角疾走天國,陳慧嫻,,2003
,"22.340571280704538, 114.18924958960544",獅子山,山下的人,曾見證他 盛放的花 成就鬧遍獅子腳下,譚詠麟,,2003
,"22.287468589622243, 114.2187289069963",太古城,我是羊,你住近波士頓 我住太古城,楊千嬅,,2003
,"22.30142876190831, 114.17593591636889",百利商業中心,下學期,如今　在百利懷念你的香氣,E-kids,,2002
,"22.300498120702215, 114.17672699865261",尖東,下學期,同時間　誰在尖東等你,E-kids,,2002
,"22.307925619764728, 114.16741087448213",佐敦,佐敦,由佐敦到美孚 燈位有幾多 我無計過,假音人,,2002
,"22.337408193993294, 114.13982613784785",美孚,佐敦,由佐敦到美孚 燈位有幾多 我無計過,假音人,,2002
,"22.32084217019679, 114.12912202559016",貨櫃碼頭,佐敦,走上高架道路 有碼頭六七八號,假音人,,2002
,"22.33708425877739, 114.1728449254908",城大,眼紅紅,愛到入城大也分開 預計之中,Twins,,2002
,"22.31849842073707, 114.17076542791008",旺角,旺角公主,我四處碰在旺角　我四處跳舞街角,莫文蔚,,2001
,"22.315753748574615, 114.17218039057762",登打士街,旺角公主,登打士街的角落　眼淚注視　告白螢幕,莫文蔚,,2001
,"22.27826685564393, 114.17480805074057",灣仔,刀光劍影,灣仔一向我大哂 我玩哂,鄭伊健,,1999
,"22.280583652192043, 114.15524457878244",蘭桂坊,蘭桂坊的故事,誰人亦也一直　蘭桂坊多記憶,蘇永康,,1998
,"22.316214905927595, 114.17012127240106",旺角,火宅之人,從旺角到金鐘 帶著個酒樽,草蜢,,1996
,"22.277244273791684, 114.16498832106461",金鐘,火宅之人,從旺角到金鐘 帶著個酒樽,草蜢,,1996
,"22.23835520443664, 114.19603373233075",淺水灣巴士站,情緣巴士站,正是你我沒逃避 在這淺水灣的一個終站,譚詠麟,,1995
,"22.2975583755163, 114.17862621894922",尖東,老人院,今晚三點尖東海邊昅住春麗,軟硬天師,,1993
,,?,避風塘回憶,-,Beyond,,
,"22.28392514153667, 114.15637974053006",中環,迷城少女心,照常步進地鐵赴中環　沒法茫然也沒有波瀾,風之Group,,1989
,"22.317188932600413, 114.17222193384876",旺角,玻璃都市,旺角北角走一趟 悶氣翳於心窩,龍影霞,,
,"22.291143876590898, 114.19523465918185",北角,玻璃都市,旺角北角走一趟 悶氣翳於心窩,龍影霞,,
,"22.340599993750224, 114.18109825719961",廣播道,廣播道神話,廣播道 大家知道 分分鐘都有Show,劉美君,,1988
,"22.49199227526981, 114.1403790557159",粉嶺,用手走路,粉嶺去石澳 我獨自徒步,蔡國權,,1987
,"22.230758076268238, 114.2510653857606",石澳,用手走路,粉嶺去石澳 我獨自徒步,蔡國權,,1987
,"22.293858557280405, 114.17498735569639",前東急百貨（星光大道）,美好新世界,此刻東急的海邊呼聲風聲已漸大,達明一派,,1987
,"22.29927391825649, 114.17879713969542",尖東,霓虹鳥,掠過尖東一帶 霓虹裡他飛得快,劉美君,,1986
,"22.29382435776424, 114.17474959344746",前東急百貨（星光大道）,日本娃娃,尋晚響東急 踫正個日本娃娃,許冠傑,,1985
,"22.33502971479413, 114.20908565393587",彩虹站,一早地下鐵,七彩這個站有日光浸 和黑色鑽石太相襯,RubberBand,Tim Lui、6號＠RubberBand,2008
,"22.340076521120277, 114.20175163859314",鑽石山站,一早地下鐵,七彩這個站有日光浸 和黑色鑽石太相襯,RubberBand,Tim Lui、6號＠RubberBand,2008
,"22.306829296255316, 114.23274704752806",藍田站,一早地下鐵,越過藍色稻田,RubberBand,Tim Lui、6號＠RubberBand,2008
,"22.306132651055737, 114.2374628860553",藍田,藍田金婚,寄望我密友共至親 有日到藍田賀金婚,藍奕邦,林夕,2014
,"22.319692856618975, 114.17125554437885",旺角,哥本哈根的另一個我,而我這裡仍然像蜘蛛的網 在旺角塞車遙望對岸,薛凱琪,,2021
,"22.290787475814742, 114.20090476345621",北角,Indie 師兄,北角飲到西環通街嘔,南洋派對,,2021
,"22.28331293239764, 114.12832814460634",西環,Indie 師兄,北角飲到西環通街嘔,南洋派對,,2021
,"22.28597400947034, 114.2430112298622",鯉魚門石礦場,鯉魚門睇海,看看 石礦場景致 煩惱收皮,魏志曉,魏志曉,2022
,"22.28811940732433, 114.23669789758198",鯉魚門,鯉魚門睇海,-,魏志曉,魏志曉,2022
,"22.280344408823865, 114.17008594749727",演藝學院,我的藝術生活,一個廢人無神神入咗演藝受訓,朱凌凌,朱凌凌,2009
,"22.27454621645971, 114.15141394400509",舊山頂道,遊車河,天空放光 約你於舊山頂兜個圈去,RubberBand,Tim Lui、6號＠RubberBand,2008
,"22.342714229008045, 114.19357615048698",黃大仙,搵嘢做,望黃大仙能預告 (呢枝簽話呢),許冠傑,許冠傑、黎彼得,1980
,"22.31411355523829, 114.16912559071358",上海街,圍威喂,疇聲走去上海街度昅吓女仔,LMF,,
,"22.28525611905663, 114.16072536035189",維港,城記,Ooh...維港終於枯乾變土丘,RubberBand,RubberBand,
,"22.283707696910792, 114.16017375662476",天星碼頭,城記,早已荒廢的天星碼頭,RubberBand,RubberBand,
,"22.316263867557364, 114.16824023118203",新填地街 豉油街交界,圍威喂,新填地街 豉油街交界 波濤洶湧,LMF,,
,"22.316603369120205, 114.16997705632762",旺角彌敦道,我愛香港,不見不散 旺角彌敦道,LMF,LMF,2002
,"22.2996156856033, 114.17746400081232",尖沙咀影音舖,我愛香港,尖沙咀某D影音舖 勤服務價錢又公道,LMF,LMF,2002
,"22.272819809609498, 114.1886946250979",香港大球場,好波！,不過呢個大球場 保養認真曳 係咁咦就己經踢到一腳係泥,LMF,LMF,2002
,"22.32147935087557, 114.17071904307768",花園街,再見型過龍,響旺角花園街 得嗰十一呎距離,LMF,LMF,2002
,"22.413822958671854, 114.20978564704461",中大,中大歌,中大歌 寫俾咁多位大哥,Luna Is A Bep,,
,"22.422736537334824, 114.2016317080141",逸夫書院,中大歌,無乜必要都唔會入shaw 行一趟,Luna Is A Bep,,
,"22.41384057862574, 114.2097290970548",民女,中大歌,民女見到班人dem beat 嘩 熱血一腔,Luna Is A Bep,,
,"22.42118500536232, 114.21065704169888",紫霞樓,中大歌,行樓梯落紫霞樓 唔準爬頭,Luna Is A Bep,,
,"22.422499669831545, 114.20109782372622",國宿,中大歌,入得國宿就要劈多啲 唔準咁度縮,Luna Is A Bep,,
,"22.422275156018696, 114.20447824789004",和聲 Cafe Tolo,中大歌,識去一定喺去和聲 Cafe Tolo,Luna Is A Bep,,
,"22.42152969054362, 114.20680064448216",情人路,中大歌,不嬲都無人陪我行 情人路,Luna Is A Bep,,
,"22.425630474606468, 114.20683601003071",敬文書院,中大歌,約你去敬文去左善衡 正一賤人,Luna Is A Bep,,
,"22.4182501890199, 114.20997291384103",善衡書院,中大歌,約你去敬文去左善衡 正一賤人,Luna Is A Bep,,
,"22.413920762047578, 114.20946876247818",崇基書院,中大歌,得12蚊食CC頹飯 正一賤民,Luna Is A Bep,,
,"22.280353116566168, 114.15762584350453",中環,中大歌,「約得我都要去中環Fine dine 算啦仁兄」,Luna Is A Bep,,
,"22.422132469413107, 114.20285899787903",伍宜孫書院,中大歌,同仔仔行路去伍宜孫 班毒男好酸,Luna Is A Bep,,
,"22.41950154651282, 114.20667291298761",百萬大道,中大歌,話咁快企咗喺百萬大道 飯煲底,Luna Is A Bep,,
,"22.41951469830492, 114.20778316471039",飯煲底,中大歌,話咁快企咗喺百萬大道 飯煲底,Luna Is A Bep,,
,"22.362755636269835, 114.37604438037057",東壩,三分甜,狂奔過東壩的你,Lolly Talk,,2022
,"22.372905870171767, 114.35436292997016",萬宜水庫,萬宜水庫之歌,那秀氣生於這水庫  無聲之中給了我愛護,區瑞強 ,區瑞強,2023
,"22.37173656768405, 114.02196689380695",大欖涌,大欖涌自嘆,唉 衰咗去大欖涌,尹光,,
,"22.228687839388055, 114.25091150745006",石澳,18相送,陪我去過石澳 陪我砌過電腦,Shine,黃偉文,2002
,"22.39757514212218, 114.1963564266832",火炭,超級火炭麗琪,大路通羅馬 但我想去火炭,FOTAN LAIKI ,,
,"22.417764107871534, 114.20326412131715",馬料水,超級火炭麗琪,個bong裡邊果d水 馬料水,FOTAN LAIKI ,,
,"22.398642519843083, 114.18930739248498",黃竹洋街,超級火炭麗琪,"I might not make back alive, From the 6到黃竹洋街",FOTAN LAIKI ,,
,"22.349995444889895, 114.35000945189226",糧船灣,君莫問,喺一億四千萬年前 地點係糧船灣,Luna Is A Bep,,
,"22.484201667722324, 114.21499314003836",八仙嶺,火炭麗琪,當我眼中釘我飛過八仙嶺,FOTAN LAIKI ,,
,"22.301750546290595, 114.1819109147001",紅館,紅館夢,想入紅館 沒羅盤 亦能通暢,C AllStar,,
,"22.281046976112297, 114.15998221159761",皇后像廣場,后會無期 ,皇后像你不會再念舊,C AllStar,,
,"22.398601721531342, 114.19136542535217",火炭,火炭麗琪,火炭 麗琪 Inhale 閉氣,FOTAN LAIKI ,,
,"22.333992504092134, 114.17111667457765",南山邨,就讓我們在深水埗和石硤尾之間彳亍兜轉,南山邨內遊樂場 是我們的勝地,Ken Ho,,
,"22.33408707752299, 114.16766120707155",南昌街,就讓我們在深水埗和石硤尾之間彳亍兜轉,我 以南昌街作限期 如能挽著手就不如趁機,Ken Ho,,
,"22.335995904316388, 114.16384113509861",嘉頓山,就讓我們在深水埗和石硤尾之間彳亍兜轉,從嘉頓山望過去愛仍蔓延,Ken Ho,,
,"22.320172649246835, 114.21035054225784",九龍灣,on the right track,九龍灣牛頭角 望住日出日落,張蔓姿,張蔓姿 / CHANKA ,2022
,"22.314664577034318, 114.21478688304876",牛頭角,on the right track,九龍灣牛頭角 望住日出日落,張蔓姿,張蔓姿 / CHANKA ,2022
,"22.247900274231988, 114.22125181328666",大潭,大潭水塘道,你喺大潭個屋企有個泳池,Car999son,Car999son,2020
,"22.4599106704907, 114.24287913234345",大尾篤,大潭水塘道,我掛著冬天踩單車去大尾篤,Car999son,Car999son,2020
,"22.2137280192415, 114.21440209906122",赤柱,大潭水塘道,咁我返去赤柱,Car999son,Car999son,2020
,"22.499041432894547, 114.04712682195448",米埔,我和巴哈在米埔野餐,更有候鳥在那天空轉圈　米埔是決定最終最合意,余力機構,因葵,2000
,"22.238337317294864, 114.1966940776785",淺水灣,金星,30歲之前 我要喺淺水灣到買返30層樓,The Low Mays,,2018
,"22.323970030104086, 114.20348331276",九展,金星,九展表個演 行返出黎銀包厚過字典,The Low Mays,,2018
,"22.318187340980796, 114.16868173322509",朗豪坊,MK Circus,You see me dripping cross them 朗豪坊,"Dough-Boy, Jackson Wang",,
,"22.30794152007929, 114.26081827260278",將軍澳,MK Circus,將軍澳區響到公主道,"Dough-Boy, Jackson Wang",,
,"22.32096893039163, 114.17854906742815",公主道,MK Circus,將軍澳區響到公主道,"Dough-Boy, Jackson Wang",,
,"22.336561851534167, 114.14580385734021",荔枝角,450蚊 (feat. 肥媽),就車你 落荔枝角 多兩轉再落藍地,側田,Heyo,
,"22.418934977275867, 113.98421002230134",藍地,450蚊 (feat. 肥媽),就車你 落荔枝角 多兩轉再落藍地,側田,Heyo,
,"22.3372490746139, 114.14367954784313",荔枝角,長命斜,荔枝角拋 上訴要拗 忠誠勇毅 學堂有教,Novel Fergus,,
,"22.494553986462737, 114.07009170660503",新田,長命斜,電話一早要打定 到新田訊號收唔到,Novel Fergus,,
,"22.509445586112683, 114.07424675357032",落馬洲,長命斜,落馬洲Check緊兩個帶貨,Novel Fergus,,
,"22.276106677095854, 114.16842980168805",灣仔星街一間cafe,青春荒廢,我喺灣仔星街一間cafe到講曬所有嘢俾Orin同Salma聽,Serrini,Serrini,
,"22.264617380237542, 114.23831839989849",柴灣,Made In HK,Down in Chai Wan all the way to Yuen Long,細John,,
,"22.311970179254562, 114.22645650575157",觀塘,Made In HK,Shout out 黑牆 gang down in K Tong,細John,,
,"22.444621366131198, 114.02522050843406",元朗,Made In HK,Down in Chai Wan all the way to Yuen Long,細John,,
,"22.281134716944333, 114.15538726141271",蘭桂坊,Made In HK,Poppin bottles with the homies in Lan Kwai Fong,細John,,
,"22.281201010243528, 114.18323637021622",銅鑼坊廣場,Made In HK,過海，銅鑼灣行吓Redmall,細John,,
,"22.345014918682914, 114.22212695095996",飛鵝山,Made In HK,同啲Homies跑轉飛鵝山,細John,,
,"22.278872934777695, 114.18288343357283",時代廣場,Made In HK,時代廣過馬路，啲人太多,細John,,
,"22.381923961514392, 114.27321346559347",西貢,Made In HK,踩入西貢市食個泰國餐,細John,,
,"22.3007996315329, 114.17400718239178",尖沙咀,Made In HK,尖沙咀要我請食Shisha,細John,,
,"22.274126548578742, 114.14446416376427",山頂,駱駝,百幾年前一個猶太人每日由山頂騎駱駝去中環返工,My Little Airport,,
,"22.243389764633037, 114.16170603845906",珍寶海鮮舫,駱駝,我再也沒法踏進水上皇殿,My Little Airport,,
,"22.280385271088306, 114.15927306904375",中環,駱駝,百幾年前一個猶太人每日由山頂騎駱駝去中環返工,My Little Airport,,
,"22.315131210874487, 113.93557404086809",機場離境大堂,在離境大堂告別...,在離境大堂告別 走 終於遠飛 話別千里,未能接通,,2022
,"22.284439601908936, 114.14306155180043",般咸道,前面係乜嘢,4點鐘落去般咸道食淋左既通心粉加啤酒,Salty Chick,Salty Chick,2023
,"22.28501824690704, 114.1340794859732",寶翠園,前面係乜嘢,寶翠園停咗嘅電梯,Salty Chick,Salty Chick,2023
,"22.321394683764336, 114.17054478730644",旺角,Taste of 含撚,喺旺角行咗成日都冇人借錢俾我嘅時候,Salty Chick,Salty Chick,2023
,"22.52654411154724, 114.1135583275623",羅湖,Taste of 含撚,喺日出六點搭火車去羅湖嘅時候,Salty Chick,Salty Chick,2023
,"22.293244322374715, 114.17193968877461",尖沙咀,前面係乜嘢,潮濕嘅尖沙嘴海風,Salty Chick,Salty Chick,2023
,"22.293269139630382, 114.1720630703854",尖沙咀,"K, 我已經夠秤買酒, 咁你幾時反黎",尖沙咀潮濕嘅海風,Salty Chick,Salty Chick,2023
